year,RTE,DIST,CNTY,POSTMILE,DESCRIPTION,VEHICLE_AADT_TOTAL,TOT_TRK_AADT,TRK_PERCENT_TOT,Latitude,Longitude
2021,5,11,SD,0.878,SOUTH JCT. RTE. 805,33500,1273,3.8,32.54936111111111,-117.04041666666666
2021,5,11,SD,4.632,JCT. RTE. 75 WEST,136000,5032,3.7,32.58383333333334,-117.08725
2021,5,11,SD,4.632,JCT. RTE. 75 WEST,106000,4452,4.2,32.58383333333334,-117.08725
2021,5,11,SD,11.129,8TH STREET,183000,9150,5.0,32.67477777777778,-117.10988888888889
2021,5,11,SD,12.647,JCT. RTE. 15 NORTH,147000,6027,4.1,32.69286111111111,-117.12180555555555
2021,5,11,SD,12.647,JCT. RTE. 15 NORTH,205000,10250,5.0,32.69286111111111,-117.12180555555555
2021,5,11,SD,14.077,"SAN DIEGO, JCT. RTE. 75 SOUTH",150000,6150,4.1,32.70125,-117.14288888888889
2021,5,11,SD,14.077,"SAN DIEGO, JCT. RTE. 75 SOUTH",152000,6080,4.0,32.70125,-117.14288888888889
2021,5,11,SD,15.036,"SAN DIEGO, JCT. RTE. 94",156000,5928,3.8,32.71369444444445,-117.14775
2021,5,11,SD,15.036,"SAN DIEGO, JCT. RTE. 94",201000,8040,4.0,32.71369444444445,-117.14775
2021,5,11,SD,16.069,"SAN DIEGO, JCT. RTE. 163",201000,7437,3.7,32.724000000000004,-117.15541666666667
2021,5,11,SD,16.069,"SAN DIEGO, JCT. RTE. 163",192000,7872,4.1,32.724000000000004,-117.15541666666667
2021,5,11,SD,20.056,JCT. RTE. 8/CAMINO DEL RIO,153000,6273,4.1,32.75911111111111,-117.20402777777778
2021,5,11,SD,20.056,JCT. RTE. 8/CAMINO DEL RIO,144000,4896,3.4,32.75911111111111,-117.20402777777778
2021,5,11,SD,23.476,"SAN DIEGO, BALBOA AVENUE",121000,4840,4.0,32.806527777777774,-117.21580555555556
2021,5,11,SD,23.476,"SAN DIEGO, BALBOA AVENUE",134000,6030,4.5,32.806527777777774,-117.21580555555556
2021,5,11,SD,25.947,JCT. RTE. 52 EAST,154000,6314,4.1,32.83755555555556,-117.23472222222222
2021,5,11,SD,30.682,"SAN DIEGO, NORTH JCT. RTE. 805",54000,2052,3.8,32.9045,-117.22483333333334
2021,5,11,SD,41.509,ENCINITAS BOULEVARD,189000,15649,8.28,33.04822222222222,-117.28733333333334
2021,5,11,SD,42.712,LEUCADIA BOULEVARD,188000,16751,8.91,33.06511111111111,-117.29241666666667
2021,5,11,SD,51.201,JCT. RTE. 78 EAST,193000,9283,4.81,33.176944444444445,-117.35141666666667
2021,5,11,SD,51.201,JCT. RTE. 78 EAST,190000,9120,4.8,33.176944444444445,-117.35141666666667
2021,5,11,SD,52.834,BROOKS ST OC,160000,11488,7.18,33.19638888888888,-117.36749999999999
2021,5,11,SD,53.43,MISSION AVENUE,156000,9329,5.98,33.20138888888889,-117.37558333333332
2021,5,11,SD,54.39,HARBOR DRIVE/VANDERGRIFT,120000,10860,9.05,33.21027777777778,-117.38733333333334
2021,5,11,SD,71.377,BASILONE ROAD,119000,8604,7.23,33.38538888888889,-117.58319444444444
2021,5,12,ORA,0.0,SAN DIEGO/ORANGE COUNTY LINE,142000,9940,7.0,33.396499999999996,-117.59363888888889
2021,5,12,ORA,6.78,JCT RTE 1,192000,13440,7.0,33.46713888888889,-117.66977777777778
2021,5,12,ORA,9.604,"SAN JUAN CAPISTRANO, JCT. RTE. 74",183000,12810,7.0,33.502472222222224,-117.65836111111112
2021,5,12,ORA,9.604,"SAN JUAN CAPISTRANO, JCT. RTE. 74",210000,14700,7.0,33.502472222222224,-117.65836111111112
2021,5,12,ORA,13.776,CROWN VALLEY PARKWAY INTERCHANGE,213000,15975,7.5,33.55925,-117.67288888888889
2021,5,12,ORA,21.304,"JCT. RTE. 405, SANTA ANA FREEWAY",317000,22190,7.0,33.64469444444445,-117.73497222222223
2021,5,12,ORA,23.12,"IRVINE, JCT. RTE. 133",304000,21280,7.0,33.666916666666665,-117.7526388888889
2021,5,12,ORA,23.12,"IRVINE, JCT. RTE. 133",299000,20930,7.0,33.666916666666665,-117.7526388888889
2021,5,12,ORA,30.263,"TUSTIN, JCT. RTE. 55, COSTA MESA FREEWAY",302000,21140,7.0,33.74066666666667,-117.83352777777777
2021,5,12,ORA,30.263,"TUSTIN, JCT. RTE. 55, COSTA MESA FREEWAY",302000,21140,7.0,33.74066666666667,-117.83352777777777
2021,5,12,ORA,34.0,"SANTA ANA, JCT. RTES. 22 AND 57, GARDEN GROVE/ORANGE FREEWAYS",336000,23520,7.0,33.778777777777776,-117.87591666666665
2021,5,12,ORA,34.0,"SANTA ANA, JCT. RTES. 22 AND 57, GARDEN GROVE/ORANGE FREEWAYS",324000,22680,7.0,33.778777777777776,-117.87591666666665
2021,5,12,ORA,34.942,"ORANGE, CHAPMAN AVENUE",273000,21840,8.0,33.788888888888884,-117.8866388888889
2021,5,12,ORA,36.258,KATELLA AVENUE,273000,23205,8.5,33.80313888888889,-117.90158333333333
2021,5,12,ORA,36.258,KATELLA AVENUE,287000,22960,8.0,33.80313888888889,-117.90158333333333
2021,5,12,ORA,38.915,LINCOLN AVENUE,285000,25650,9.0,33.83238888888889,-117.93186111111112
2021,5,12,ORA,38.915,LINCOLN AVENUE,274000,24660,9.0,33.83238888888889,-117.93186111111112
2021,5,12,ORA,42.1,"FULLERTON, JCT. RTE. 91, RIVERSIDE/ARTESIA FREEWAYS",117000,11115,9.5,33.85611111111111,-117.97891666666666
2021,5,12,ORA,42.1,"FULLERTON, JCT. RTE. 91, RIVERSIDE/ARTESIA FREEWAYS",137000,11645,8.5,33.85611111111111,-117.97891666666666
2021,5,12,ORA,43.43,JCT. RTE. 39; BEACH BOULEVARD,213400,20273,9.5,33.86655555555556,-117.99816666666666
2021,5,7,LA,0.0,ORANGE/LOS ANGELES COUNTY LINE,160000,12960,8.1,33.87486111111111,-118.01147222222222
2021,5,7,LA,6.848,"SANTA FE SPRINGS, JCT. RTE. 605, SAN GABRIEL RIVER FREEWAY",180000,13050,7.25,33.94127777777778,-118.0966111111111
2021,5,7,LA,6.848,"SANTA FE SPRINGS, JCT. RTE. 605, SAN GABRIEL RIVER FREEWAY",214000,14295,6.68,33.94127777777778,-118.0966111111111
2021,5,7,LA,10.876,"COMMERCE, GARFIELD AVENUE INTERCHANGE",205000,16749,8.17,33.98747222222222,-118.13733333333334
2021,5,7,LA,13.784,"COMMERCE, JCT. RTE. 710, LONG BEACH FREEWAY",213000,16784,7.88,34.01636111111111,-118.17258333333334
2021,5,7,LA,13.784,"COMMERCE, JCT. RTE. 710, LONG BEACH FREEWAY",229000,14656,6.4,34.01636111111111,-118.17258333333334
2021,5,7,LA,16.474,"LOS ANGELES, JCT. RTE. 60, POMONA FREEWAY",253000,19430,7.68,34.02983333333333,-118.21591666666667
2021,5,7,LA,16.474,"LOS ANGELES, JCT. RTE. 60, POMONA FREEWAY",219000,14673,6.7,34.02983333333333,-118.21591666666667
2021,5,7,LA,18.452,"LOS ANGELES, JCT. RTE. 10, SAN BERNARDINO FREEWAY",214000,14509,6.78,34.055305555555556,-118.21411111111111
2021,5,7,LA,18.452,"LOS ANGELES, JCT. RTE. 10, SAN BERNARDINO FREEWAY",219000,13753,6.28,34.055305555555556,-118.21411111111111
2021,5,7,LA,20.444,"LOS ANGELES, JCT. RTE. 110, PASADENA FREEWAY",206000,13493,6.55,34.08186111111112,-118.22375
2021,5,7,LA,20.444,"LOS ANGELES, JCT. RTE. 110, PASADENA FREEWAY",265000,13277,5.01,34.08186111111112,-118.22375
2021,5,7,LA,22.548,"LOS ANGELES, JCT. RTE. 2, GLENDALE FREEWAY",261000,13311,5.1,34.10261111111111,-118.24991666666666
2021,5,7,LA,22.548,"LOS ANGELES, JCT. RTE. 2, GLENDALE FREEWAY",219000,14585,6.66,34.10261111111111,-118.24991666666666
2021,5,7,LA,25.781,"LOS ANGELES, COLORADO BOULEVARD EXTENSION INTERCHANGE",232000,14570,6.28,34.14086111111111,-118.27755555555555
2021,5,7,LA,27.08,"LOS ANGELES, JCT. RTE. 134, VENTURA FREEWAY",242000,14907,6.16,34.15544444444444,-118.28911111111111
2021,5,7,LA,27.08,"LOS ANGELES, JCT. RTE. 134, VENTURA FREEWAY",222000,15473,6.97,34.15544444444444,-118.28911111111111
2021,5,7,LA,36.358,"LOS ANGELES, JCT. RTE. 170, HOLLYWOOD FREEWAY",182000,11593,6.37,34.233361111111115,-118.40972222222223
2021,5,7,LA,36.358,"LOS ANGELES, JCT. RTE. 170, HOLLYWOOD FREEWAY",274000,20386,7.44,34.233361111111115,-118.40972222222223
2021,5,7,LA,39.361,"LOS ANGELES, JCT. RTE. 118, RONALD REAGAN FREEWAY",271000,21057,7.77,34.26672222222222,-118.44336111111112
2021,5,7,LA,41.0,S/O JCT RTE 405;N/O RINALDI ST,174000,5255,3.02,34.28563888888889,-118.46052777777778
2021,5,7,LA,41.597,"LOS ANGELES, JCT. RTE. 405, SAN DIEGO FREEWAY",175000,6440,3.68,34.29161111111111,-118.468
2021,5,7,LA,41.597,"LOS ANGELES, JCT. RTE. 405, SAN DIEGO FREEWAY",285000,17471,6.13,34.29161111111111,-118.468
2021,5,7,LA,44.014,"LOS ANGELES, JCT. RTE. 210, FOOTHILL FREEWAY",268000,21065,7.86,34.29161111111111,-118.468
2021,5,7,LA,45.584,"JCT. RTE. 14, ANTELOPE VALLEY FREEWAY",193000,18760,9.72,34.29161111111111,-118.468
2021,5,7,LA,53.565,"SANTA CLARITA, SOUTH JCT. RTE. 126, MAGIC MOUNTAIN PARKWAY INTERCHANGE",149000,18774,12.6,34.423138888888886,-118.58347222222221
2021,5,7,LA,55.48,"SANTA CLARITA, NORTH JCT. RTE. 126, HENRY MAYO DRIVE INTERCHANGE",127000,18707,14.73,34.44433333333333,-118.60783333333333
